Concept ID,Concept Name,Industry,Problem Area,Target User,Delivery Complexity (1-10),Strategic Fit (1-10),Customer ID,Segment,Demo Date,Feedback Score (1-10),Follow-Up Requested,Decision Maker Present,Objections Count,Trial Sessions,Feature Clicks,Repeat Usage Days,Active Users,Time Spent (min),Abandoned Features,Pilot Interest (1-10),Urgency Score (1-10),Budget Signal (1-10),Willingness To Pay (%),Expected Value ($),Implementation Risk (1-10),Customer Comments,Pain Point Statements,Objection Themes,Requested Capabilities,Commercial Outcome
CPT-1084,Customer Support Assistant 84,FinTech,Predictive Analytics,Executive Sponsor,4,7.0,CUST-2084,Mid-Market,2025-02-04,9.2,1,1.0,,22,155,30,52,299.1,0,10,7,8.0,70.00%,20117.0,5,"Not a priority right now, but worth revisiting next quarter.",too many false positives,data privacy concerns,offline mode,MVP Build
CPT-1085,Compliance Monitoring Assistant 85,Consumer Apps,Process Optimization,Executive Sponsor,6,5.0,CUST-2085,SMB,2025-03-23,2.9,1,1.0,,11,38,3,3,70.9,9,3,6,2.0,0.00%,4859.0,7,"Not a priority right now, but worth revisiting next quarter.",too many tools that don't talk to each other,data privacy concerns,API access,Archive
CPT-1086,Personalization Assistant 86,FinTech,Fraud Detection,Ops Manager,3,3.0,CUST-2086,Enterprise,2025-01-30,4.1,1,0.0,3.0,10,107,5,18,45.4,3,5,7,4.0,50.00%,63145.0,4,"The sandbox trial exceeded expectations, several teams want access.",too many tools that don't talk to each other,none,better reporting,Archive
CPT-1087,Document Intelligence Assistant 87,Healthcare,Compliance Monitoring,Data Analyst,4,7.0,CUST-2087,SMB,2024-10-12,6.2,0,0.0,5.0,13,100,11,60,192.1,3,6,6,5.0,41.00%,11892.0,5,Security and compliance review would be required before adoption.,compliance checks are manual,requires change management,SSO integration,Reusable Asset
CPT-1088,Process Optimization Assistant 88,Logistics,Predictive Analytics,Small Business Owner,4,5.0,CUST-2088,SMB,2024-05-18,5.0,0,1.0,3.0,23,131,8,37,142.1,5,5,7,6.0,68.00%,20482.0,5,"We already have a similar tool, differentiation was unclear.",too many false positives,integration complexity,SSO integration,Archive
CPT-1089,Document Intelligence Assistant 89,HR Tech,Workflow Automation,Product Manager,7,4.0,CUST-2089,SMB,2025-01-15,5.8,1,1.0,,7,78,9,12,240.7,7,6,4,7.0,87.00%,13350.0,3,Security and compliance review would be required before adoption.,customer response times are too slow,security review pending,multi-language support,Incubate
CPT-1090,Process Optimization Assistant 90,Consumer Apps,Personalization,IT Admin,4,5.0,CUST-2090,SMB,2025-04-07,5.3,0,1.0,0.0,17,147,21,36,183.9,0,6,5,6.0,77.00%,14882.0,3,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,none,API access,Reusable Asset
CPT-1091,Compliance Monitoring Assistant 91,EdTech,Fraud Detection,IT Admin,3,8.0,CUST-2091,Enterprise,2024-08-25,8.9,0,1.0,2.0,28,327,30,59,300.0,0,10,6,7.0,59.00%,29661.0,5,Interesting concept but we need to validate ROI before committing budget.,compliance checks are manual,limited vendor track record,custom workflows,MVP Build
CPT-1092,Customer Support Assistant 92,Healthcare,Fraud Detection,Data Analyst,6,5.0,CUST-2092,Startup,2025-05-09,3.4,0,0.0,4.0,0,0,5,1,158.9,6,3,2,3.0,50.00%,16736.0,6,"Our team was impressed with the automation, requesting a follow-up.",reporting takes days not minutes,integration complexity,better reporting,Archive
CPT-1093,Process Optimization Assistant 93,Healthcare,Fraud Detection,Frontline Agent,6,7.0,CUST-2093,SMB,2024-02-19,8.5,0,0.0,3.0,31,293,20,50,152.8,2,9,6,6.0,52.00%,18797.0,7,"We already have a similar tool, differentiation was unclear.",customer response times are too slow,integration complexity,offline mode,Customer Pilot
CPT-1094,Process Optimization Assistant 94,Manufacturing,Customer Support,Data Analyst,8,5.0,CUST-2094,Mid-Market,2025-03-17,2.9,0,0.0,3.0,15,158,0,23,197.4,7,2,5,5.0,69.00%,57472.0,10,"The demo saved us a lot of manual work, we'd like to see a pilot.",lack of visibility across teams,requires change management,custom workflows,Archive
CPT-1095,Fraud Detection Assistant 95,Cybersecurity,Forecasting,Small Business Owner,3,9.0,CUST-2095,Startup,2025-01-09,8.8,1,0.0,0.0,36,306,27,49,270.1,2,9,9,8.0,63.00%,30372.0,3,"Not a priority right now, but worth revisiting next quarter.",compliance checks are manual,none,SSO integration,MVP Build
CPT-1096,Customer Support Assistant 96,Logistics,Workflow Automation,Product Manager,7,6.0,CUST-2096,SMB,2024-03-23,6.2,1,0.0,3.0,14,150,15,49,181.0,3,6,6,,69.00%,65064.0,6,Interesting concept but we need to validate ROI before committing budget.,forecasts are unreliable,integration complexity,role-based permissions,Incubate
CPT-1097,Process Optimization Assistant 0,Manufacturing,Process Optimization,Frontline Agent,4,8.0,CUST-2097,Enterprise,2024-04-07,8.9,0,0.0,3.0,31,207,22,51,283.2,1,9,6,7.0,52.00%,42163.0,4,"We already have a similar tool, differentiation was unclear.",too many false positives,security review pending,SSO integration,Customer Pilot
CPT-1098,Personalization Assistant 1,EdTech,Personalization,Executive Sponsor,5,7.0,CUST-2098,Mid-Market,2024-12-08,,1,0.0,0.0,37,400,30,41,,2,10,8,7.0,56.00%,26226.0,4,"Not a priority right now, but worth revisiting next quarter.",too many tools that don't talk to each other,none,better reporting,MVP Build
CPT-1099,Fraud Detection Assistant 2,Healthcare,Forecasting,Compliance Officer,4,4.0,CUST-2099,SMB,2024-02-01,2.0,0,0.0,5.0,9,55,0,3,52.7,4,1,4,2.0,23.00%,9735.0,9,Security and compliance review would be required before adoption.,too many false positives,unclear ROI,multi-language support,Archive
CPT-1100,Customer Support Assistant 3,HR Tech,Compliance Monitoring,Compliance Officer,5,7.0,CUST-2100,Mid-Market,2024-08-29,3.3,1,1.0,8.0,19,225,1,9,72.7,3,4,5,5.0,56.00%,15540.0,6,"We already have a similar tool, differentiation was unclear.",compliance checks are manual,unclear ROI,better reporting,Archive
CPT-1101,Knowledge Search Assistant 4,Consumer Apps,Compliance Monitoring,Executive Sponsor,8,9.0,CUST-2101,Mid-Market,2024-10-06,6.9,0,1.0,5.0,27,91,25,28,263.5,1,7,6,3.0,44.00%,7824.0,3,"Our team was impressed with the automation, requesting a follow-up.",compliance checks are manual,data privacy concerns,API access,Incubate
CPT-1102,Knowledge Search Assistant 5,Logistics,Process Optimization,Data Analyst,5,4.0,CUST-2102,SMB,2025-01-19,3.2,0,1.0,6.0,16,157,0,10,7.7,5,4,4,3.0,43.00%,25365.0,7,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,data privacy concerns,API access,Archive
CPT-1103,Document Intelligence Assistant 6,Cybersecurity,Process Optimization,IT Admin,6,5.0,CUST-2103,SMB,2025-05-08,8.0,0,1.0,1.0,35,387,26,36,139.3,3,8,7,7.0,62.00%,19267.0,5,Security and compliance review would be required before adoption.,forecasts are unreliable,integration complexity,API access,Incubate
CPT-1104,Process Optimization Assistant 7,FinTech,Process Optimization,Product Manager,6,2.0,CUST-2104,Enterprise,2024-08-29,3.9,0,1.0,1.0,8,33,12,14,125.7,2,5,7,6.0,43.00%,46101.0,9,Interesting concept but we need to validate ROI before committing budget.,manual data entry is too slow,unclear ROI,custom workflows,Archive
CPT-1105,Process Optimization Assistant 8,EdTech,Personalization,Executive Sponsor,3,4.0,CUST-2105,Mid-Market,2024-01-21,5.1,1,1.0,3.0,18,181,10,27,155.6,7,5,6,5.0,56.00%,20677.0,2,"Not a priority right now, but worth revisiting next quarter.",compliance checks are manual,security review pending,API access,Incubate
CPT-1106,Document Intelligence Assistant 9,Manufacturing,Process Optimization,Product Manager,2,5.0,CUST-2106,SMB,2024-04-23,3.9,0,1.0,5.0,5,18,10,26,135.2,5,4,7,6.0,42.00%,36046.0,3,Interesting concept but we need to validate ROI before committing budget.,data lives in silos,none,API access,Archive
CPT-1107,Knowledge Search Assistant 10,Retail,Personalization,IT Admin,7,7.0,CUST-2107,Mid-Market,2024-11-01,3.6,0,0.0,,21,165,5,12,110.4,7,2,5,5.0,48.00%,22250.0,4,"We already have a similar tool, differentiation was unclear.",lack of visibility across teams,integration complexity,better reporting,Archive
CPT-1108,Forecasting Assistant 11,Cybersecurity,Customer Support,Compliance Officer,4,6.0,CUST-2108,SMB,2024-08-07,7.1,1,1.0,3.0,9,72,26,18,,1,8,7,,56.00%,86477.0,6,Security and compliance review would be required before adoption.,onboarding new staff is painful,none,custom workflows,Customer Pilot
CPT-1109,Document Intelligence Assistant 12,FinTech,Workflow Automation,Frontline Agent,4,,CUST-2109,Mid-Market,2024-08-18,7.6,0,1.0,1.0,28,280,15,35,294.1,3,6,4,7.0,73.00%,32874.0,6,This solves a real pain point for our operations team.,too many tools that don't talk to each other,price too high,better reporting,Incubate
CPT-1110,Process Optimization Assistant 13,Retail,Forecasting,IT Admin,6,6.0,CUST-2110,SMB,2024-11-23,9.9,1,1.0,0.0,34,314,28,57,204.3,0,10,6,9.0,83.00%,20947.0,3,"We already have a similar tool, differentiation was unclear.",reporting takes days not minutes,none,multi-language support,MVP Build
CPT-1111,Process Optimization Assistant 14,Consumer Apps,Workflow Automation,IT Admin,3,6.0,CUST-2111,SMB,2024-04-28,5.7,1,0.0,5.0,18,165,7,21,66.2,7,5,6,5.0,42.00%,11159.0,3,Security and compliance review would be required before adoption.,too many tools that don't talk to each other,limited vendor track record,better reporting,Archive
CPT-1112,Compliance Monitoring Assistant 15,Logistics,Personalization,Product Manager,3,,CUST-2112,Startup,2024-04-14,9.0,1,1.0,0.0,26,235,30,51,242.1,0,9,5,7.0,93.00%,27667.0,1,Interesting concept but we need to validate ROI before committing budget.,too many false positives,none,API access,MVP Build
CPT-1113,Personalization Assistant 16,HR Tech,Forecasting,Frontline Agent,6,5.0,CUST-2113,Mid-Market,2024-08-08,4.9,1,0.0,3.0,21,229,5,28,70.6,4,5,4,5.0,56.00%,28338.0,5,Security and compliance review would be required before adoption.,customer response times are too slow,requires change management,custom workflows,Archive
CPT-1114,Process Optimization Assistant 17,Retail,Personalization,Product Manager,4,8.0,CUST-2114,Startup,2025-04-05,9.0,0,1.0,1.0,30,343,23,51,234.9,0,9,5,9.0,74.00%,14659.0,6,This solves a real pain point for our operations team.,customer response times are too slow,limited vendor track record,mobile access,Customer Pilot
CPT-1115,Fraud Detection Assistant 18,Manufacturing,Personalization,Frontline Agent,3,5.0,CUST-2115,SMB,2025-01-22,,1,0.0,4.0,10,97,20,54,182.9,5,9,8,7.0,53.00%,18841.0,6,This solves a real pain point for our operations team.,data lives in silos,data privacy concerns,better reporting,Customer Pilot
CPT-1116,Knowledge Search Assistant 19,Retail,Personalization,Compliance Officer,4,8.0,CUST-2116,SMB,2024-12-07,8.3,1,0.0,0.0,18,70,25,48,241.2,0,9,8,7.0,40.00%,42932.0,5,Interesting concept but we need to validate ROI before committing budget.,reporting takes days not minutes,none,custom workflows,MVP Build
CPT-1117,Workflow Automation Assistant 20,EdTech,Predictive Analytics,IT Admin,7,4.0,CUST-2117,SMB,2025-06-14,2.7,1,0.0,2.0,26,106,7,1,141.8,5,3,6,5.0,28.00%,17810.0,6,Security and compliance review would be required before adoption.,reporting takes days not minutes,unclear ROI,offline mode,Archive
CPT-1118,Customer Support Assistant 21,Healthcare,Knowledge Search,IT Admin,3,5.0,CUST-2118,Startup,2024-10-27,6.8,0,1.0,2.0,9,86,14,17,162.2,5,6,6,8.0,54.00%,28050.0,6,"Our team was impressed with the automation, requesting a follow-up.",compliance checks are manual,none,custom workflows,Incubate
CPT-1119,Personalization Assistant 22,Consumer Apps,Personalization,Ops Manager,8,7.0,CUST-2119,Mid-Market,2024-04-10,5.1,1,1.0,1.0,17,64,15,26,100.0,3,7,5,5.0,65.00%,22588.0,4,This solves a real pain point for our operations team.,compliance checks are manual,none,better reporting,Incubate
CPT-1120,Fraud Detection Assistant 23,EdTech,Workflow Automation,Data Analyst,7,4.0,CUST-2120,Mid-Market,2025-02-02,1.2,1,0.0,9.0,8,80,1,12,28.7,6,1,2,6.0,,31963.0,4,"The demo saved us a lot of manual work, we'd like to see a pilot.",manual data entry is too slow,unclear ROI,multi-language support,Archive
CPT-1121,Compliance Monitoring Assistant 24,Healthcare,Personalization,Frontline Agent,4,8.0,CUST-2121,SMB,2025-01-14,6.7,0,0.0,,26,139,12,45,202.7,3,6,3,7.0,43.00%,17357.0,8,"The sandbox trial exceeded expectations, several teams want access.",customer response times are too slow,price too high,mobile access,Reusable Asset
CPT-1122,Fraud Detection Assistant 25,EdTech,Process Optimization,Executive Sponsor,6,7.0,CUST-2122,SMB,2024-11-27,7.0,1,0.0,1.0,23,250,19,37,137.0,3,7,6,5.0,39.00%,19958.0,4,This solves a real pain point for our operations team.,too many tools that don't talk to each other,security review pending,mobile access,Incubate
CPT-1123,Compliance Monitoring Assistant 26,FinTech,Forecasting,Compliance Officer,6,6.0,CUST-2123,SMB,2024-11-28,7.0,0,1.0,2.0,30,141,30,39,229.9,0,9,8,7.0,90.00%,45435.0,4,This solves a real pain point for our operations team.,manual data entry is too slow,price too high,custom workflows,Customer Pilot
CPT-1124,Document Intelligence Assistant 27,HR Tech,Customer Support,Executive Sponsor,7,5.0,CUST-2124,SMB,2025-06-22,4.8,0,0.0,2.0,22,148,3,10,151.0,3,6,4,5.0,55.00%,11704.0,4,"The demo saved us a lot of manual work, we'd like to see a pilot.",onboarding new staff is painful,unclear ROI,API access,Archive
CPT-1125,Fraud Detection Assistant 28,Retail,Document Intelligence,Data Analyst,8,8.0,CUST-2125,SMB,2024-06-25,,1,0.0,1.0,23,164,19,57,293.9,3,9,8,8.0,41.00%,25624.0,3,Security and compliance review would be required before adoption.,lack of visibility across teams,requires change management,role-based permissions,Customer Pilot
CPT-1126,Compliance Monitoring Assistant 29,Legal Tech,Workflow Automation,Ops Manager,2,8.0,CUST-2126,Mid-Market,2025-03-26,,0,0.0,4.0,19,75,4,23,116.4,7,5,7,5.0,33.00%,14434.0,4,This solves a real pain point for our operations team.,too many false positives,none,API access,Archive
CPT-1127,Fraud Detection Assistant 30,Consumer Apps,Personalization,Small Business Owner,4,7.0,CUST-2127,Startup,2025-05-15,4.5,0,0.0,2.0,12,144,7,35,79.2,3,4,7,3.0,31.00%,14896.0,6,"The demo saved us a lot of manual work, we'd like to see a pilot.",too many tools that don't talk to each other,limited vendor track record,SSO integration,Archive
CPT-1128,Predictive Analytics Assistant 31,HR Tech,Workflow Automation,Data Analyst,8,8.0,CUST-2128,Mid-Market,2024-07-23,5.5,1,1.0,0.0,20,185,9,26,199.9,4,5,6,5.0,28.00%,21127.0,7,Interesting concept but we need to validate ROI before committing budget.,data lives in silos,none,role-based permissions,Incubate
CPT-1129,Forecasting Assistant 32,Retail,Workflow Automation,IT Admin,6,6.0,CUST-2129,Startup,2024-09-07,5.1,1,0.0,5.0,4,47,5,19,78.7,1,4,5,4.0,31.00%,16695.0,7,This solves a real pain point for our operations team.,customer response times are too slow,price too high,better reporting,Archive
CPT-1130,Process Optimization Assistant 33,Cybersecurity,Process Optimization,Executive Sponsor,4,8.0,CUST-2130,Mid-Market,2025-04-19,8.4,0,1.0,3.0,34,204,30,42,222.0,1,7,8,8.0,65.00%,24040.0,7,Interesting concept but we need to validate ROI before committing budget.,compliance checks are manual,requires change management,mobile access,MVP Build
CPT-1131,Customer Support Assistant 34,Legal Tech,Document Intelligence,Executive Sponsor,6,4.0,CUST-2131,SMB,2025-01-28,,0,0.0,6.0,9,58,6,6,139.1,3,1,1,4.0,44.00%,17978.0,8,"The sandbox trial exceeded expectations, several teams want access.",customer response times are too slow,price too high,API access,Archive
CPT-1132,Knowledge Search Assistant 35,Legal Tech,Workflow Automation,Small Business Owner,3,5.0,CUST-2132,SMB,2025-02-28,5.0,0,0.0,5.0,17,187,14,17,47.2,5,4,6,4.0,81.00%,45529.0,6,Security and compliance review would be required before adoption.,too many false positives,data privacy concerns,API access,Archive
CPT-1133,Workflow Automation Assistant 36,Retail,Workflow Automation,IT Admin,8,4.0,CUST-2133,Enterprise,2025-01-03,5.1,1,0.0,3.0,12,69,9,32,170.0,4,6,3,7.0,57.00%,55866.0,2,"Our team was impressed with the automation, requesting a follow-up.",data lives in silos,data privacy concerns,role-based permissions,Archive
CPT-1134,Workflow Automation Assistant 37,HR Tech,Customer Support,IT Admin,5,10.0,CUST-2134,Mid-Market,2024-09-06,8.3,1,0.0,1.0,23,190,30,49,287.5,2,9,9,5.0,54.00%,23719.0,5,"The demo saved us a lot of manual work, we'd like to see a pilot.",reporting takes days not minutes,security review pending,SSO integration,MVP Build
CPT-1135,Knowledge Search Assistant 38,HR Tech,Workflow Automation,IT Admin,5,7.0,CUST-2135,Mid-Market,2025-03-10,7.5,1,0.0,2.0,30,302,17,38,275.8,2,9,5,5.0,67.00%,22577.0,6,"We already have a similar tool, differentiation was unclear.",forecasts are unreliable,integration complexity,API access,Customer Pilot
CPT-1136,Fraud Detection Assistant 39,Cybersecurity,Fraud Detection,IT Admin,5,8.0,CUST-2136,SMB,2025-02-25,,1,1.0,1.0,35,313,24,49,270.0,1,9,8,7.0,,33565.0,6,"The sandbox trial exceeded expectations, several teams want access.",too many false positives,price too high,API access,MVP Build
CPT-1137,Predictive Analytics Assistant 40,HR Tech,Personalization,Executive Sponsor,5,,CUST-2137,Enterprise,2024-08-12,9.7,1,1.0,1.0,34,396,30,57,300.0,0,10,7,6.0,96.00%,46906.0,5,Interesting concept but we need to validate ROI before committing budget.,onboarding new staff is painful,data privacy concerns,offline mode,MVP Build
CPT-1138,Forecasting Assistant 41,Logistics,Customer Support,Small Business Owner,6,7.0,CUST-2138,Startup,2025-01-11,3.6,1,0.0,4.0,13,128,0,2,145.2,4,4,4,5.0,31.00%,28827.0,4,"We already have a similar tool, differentiation was unclear.",onboarding new staff is painful,requires change management,role-based permissions,Archive
CPT-1139,Document Intelligence Assistant 42,Retail,Knowledge Search,Frontline Agent,5,7.0,CUST-2139,Startup,2025-01-17,9.5,1,1.0,0.0,40,142,21,59,151.9,0,10,10,7.0,77.00%,23788.0,1,Interesting concept but we need to validate ROI before committing budget.,customer response times are too slow,none,API access,MVP Build
CPT-1140,Customer Support Assistant 43,EdTech,Workflow Automation,IT Admin,4,,CUST-2140,Enterprise,2024-03-07,6.1,0,0.0,2.0,15,114,21,41,234.2,2,6,7,5.0,40.00%,16234.0,4,"The demo saved us a lot of manual work, we'd like to see a pilot.",data lives in silos,requires change management,multi-language support,Incubate
CPT-1141,Knowledge Search Assistant 44,Logistics,Knowledge Search,Executive Sponsor,4,6.0,CUST-2141,SMB,2025-05-21,9.7,1,0.0,0.0,32,330,15,60,300.0,0,10,7,7.0,72.00%,49465.0,3,"Our team was impressed with the automation, requesting a follow-up.",too many false positives,none,custom workflows,MVP Build
CPT-1142,Knowledge Search Assistant 45,Retail,Process Optimization,Small Business Owner,6,7.0,CUST-2142,SMB,2024-06-01,7.5,1,0.0,1.0,23,4701,26,46,203.8,3,7,7,5.0,61.00%,18475.0,4,"Our team was impressed with the automation, requesting a follow-up.",onboarding new staff is painful,unclear ROI,offline mode,Customer Pilot
CPT-1143,Workflow Automation Assistant 46,Consumer Apps,Forecasting,Executive Sponsor,8,4.0,CUST-2143,SMB,2025-05-01,3.4,0,0.0,2.0,3,27,3,17,1.2,4,4,3,4.0,22.00%,9879.0,4,Interesting concept but we need to validate ROI before committing budget.,customer response times are too slow,limited vendor track record,mobile access,Archive
CPT-1144,Customer Support Assistant 47,Retail,Personalization,Frontline Agent,7,7.0,CUST-2144,Mid-Market,2024-01-19,7.2,0,0.0,2.0,21,215,28,35,182.6,1,9,7,7.0,55.00%,54219.0,5,This solves a real pain point for our operations team.,too many tools that don't talk to each other,integration complexity,better reporting,Incubate
CPT-1145,Customer Support Assistant 48,Logistics,Workflow Automation,Product Manager,8,7.0,CUST-2145,Mid-Market,2025-02-25,9.3,1,0.0,0.0,8,43,23,60,245.3,2,9,6,6.0,25.00%,18508.0,4,"The sandbox trial exceeded expectations, several teams want access.",compliance checks are manual,none,SSO integration,Customer Pilot
CPT-1146,Customer Support Assistant 49,Manufacturing,Customer Support,Small Business Owner,7,4.0,CUST-2146,Enterprise,2024-11-06,2.1,0,1.0,9.0,0,0,2,8,0.0,6,2,5,4.0,37.00%,14671.0,7,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,requires change management,offline mode,Archive
CPT-1147,Workflow Automation Assistant 50,Manufacturing,Process Optimization,Compliance Officer,3,8.0,CUST-2147,SMB,2024-10-19,6.5,1,1.0,5.0,29,144,20,56,197.0,1,8,6,7.0,,23658.0,10,Interesting concept but we need to validate ROI before committing budget.,too many false positives,requires change management,better reporting,Customer Pilot
CPT-1148,Document Intelligence Assistant 51,Consumer Apps,Process Optimization,Ops Manager,3,7.0,CUST-2148,SMB,2025-02-22,6.1,0,0.0,0.0,20,147,17,51,217.4,3,6,6,7.0,97.00%,29190.0,6,Interesting concept but we need to validate ROI before committing budget.,forecasts are unreliable,none,API access,Customer Pilot
CPT-1149,Forecasting Assistant 52,Logistics,Process Optimization,IT Admin,2,7.0,CUST-2149,Mid-Market,2025-03-06,7.8,1,0.0,2.0,12,117,24,54,300.0,2,9,9,5.0,35.00%,54282.0,6,Interesting concept but we need to validate ROI before committing budget.,manual data entry is too slow,requires change management,better reporting,MVP Build
CPT-1150,Process Optimization Assistant 53,Cybersecurity,Workflow Automation,Product Manager,4,7.0,CUST-2150,Mid-Market,2024-07-29,8.0,1,1.0,0.0,22,161,23,55,187.8,3,8,9,8.0,31.00%,36752.0,4,"The demo saved us a lot of manual work, we'd like to see a pilot.",compliance checks are manual,none,custom workflows,MVP Build
CPT-1151,Document Intelligence Assistant 54,FinTech,Fraud Detection,Ops Manager,5,5.0,CUST-2151,Startup,2024-10-21,3.2,1,0.0,7.0,13,50,14,26,176.7,2,4,3,6.0,18.00%,16081.0,4,"Our team was impressed with the automation, requesting a follow-up.",reporting takes days not minutes,price too high,multi-language support,Archive
CPT-1152,Personalization Assistant 55,Cybersecurity,Document Intelligence,Ops Manager,5,7.0,CUST-2152,Mid-Market,2024-07-24,4.2,0,0.0,4.0,26,309,19,27,123.7,6,4,4,6.0,43.00%,13369.0,9,"We already have a similar tool, differentiation was unclear.",lack of visibility across teams,limited vendor track record,offline mode,Archive
CPT-1153,Compliance Monitoring Assistant 56,Logistics,Forecasting,Product Manager,6,6.0,CUST-2153,Startup,2025-01-14,6.7,1,0.0,0.0,16,159,16,31,187.9,1,7,8,4.0,54.00%,86111.0,4,"We already have a similar tool, differentiation was unclear.",too many tools that don't talk to each other,none,SSO integration,Customer Pilot
CPT-1154,Customer Support Assistant 57,Retail,Compliance Monitoring,Frontline Agent,5,7.0,CUST-2154,Enterprise,2025-01-06,,0,0.0,0.0,11,82,11,33,214.6,2,6,5,4.0,,5447.0,5,"We already have a similar tool, differentiation was unclear.",data lives in silos,none,API access,Incubate
CPT-1155,Knowledge Search Assistant 58,Retail,Compliance Monitoring,IT Admin,4,7.0,CUST-2155,Enterprise,2024-03-05,8.4,1,1.0,0.0,26,132,24,49,160.3,2,8,6,8.0,64.00%,52499.0,5,"The demo saved us a lot of manual work, we'd like to see a pilot.",data lives in silos,none,multi-language support,MVP Build
CPT-1156,Document Intelligence Assistant 59,FinTech,Customer Support,Compliance Officer,6,7.0,CUST-2156,Enterprise,2024-01-16,5.1,0,1.0,1.0,17,55,11,23,61.8,7,5,5,5.0,17.00%,15956.0,5,"Our team was impressed with the automation, requesting a follow-up.",compliance checks are manual,security review pending,role-based permissions,Archive
CPT-1157,Forecasting Assistant 60,Legal Tech,Customer Support,Compliance Officer,6,4.0,CUST-2157,SMB,2024-09-18,3.4,0,1.0,4.0,20,207,6,12,79.5,5,4,6,5.0,11.00%,14160.0,5,This solves a real pain point for our operations team.,onboarding new staff is painful,price too high,offline mode,Archive
CPT-1158,Predictive Analytics Assistant 61,Healthcare,Knowledge Search,Ops Manager,4,3.0,CUST-2158,Enterprise,2025-06-14,4.3,1,1.0,5.0,17,54,15,25,119.9,5,4,4,6.0,19.00%,13367.0,5,"The demo saved us a lot of manual work, we'd like to see a pilot.",lack of visibility across teams,none,multi-language support,Archive
CPT-1159,Customer Support Assistant 62,HR Tech,Document Intelligence,Compliance Officer,4,8.0,CUST-2159,Enterprise,2024-08-23,6.3,0,1.0,3.0,17,137,6,29,229.5,5,6,5,7.0,99.00%,36907.0,3,Security and compliance review would be required before adoption.,lack of visibility across teams,data privacy concerns,SSO integration,Incubate
CPT-1160,Customer Support Assistant 63,Legal Tech,Document Intelligence,Small Business Owner,6,7.0,CUST-2160,Enterprise,2025-04-18,5.6,1,1.0,2.0,15,50,15,39,248.4,4,6,6,5.0,82.00%,25076.0,8,"We already have a similar tool, differentiation was unclear.",reporting takes days not minutes,price too high,better reporting,Incubate
CPT-1161,Document Intelligence Assistant 64,FinTech,Fraud Detection,IT Admin,5,8.0,CUST-2161,Enterprise,2025-02-14,6.8,0,1.0,3.0,19,83,14,42,,3,5,6,8.0,82.00%,17004.0,5,"Not a priority right now, but worth revisiting next quarter.",lack of visibility across teams,price too high,SSO integration,Incubate
CPT-1162,Forecasting Assistant 65,HR Tech,Personalization,IT Admin,7,4.0,CUST-2162,Mid-Market,2024-09-11,5.2,0,0.0,4.0,18,147,15,40,261.6,2,5,6,6.0,60.00%,12508.0,2,"We already have a similar tool, differentiation was unclear.",compliance checks are manual,unclear ROI,mobile access,Archive
CPT-1163,Knowledge Search Assistant 66,Manufacturing,Knowledge Search,Product Manager,6,,CUST-2163,SMB,2025-01-15,2.9,1,0.0,5.0,1,5,0,27,119.0,5,4,5,4.0,58.00%,32685.0,10,This solves a real pain point for our operations team.,lack of visibility across teams,integration complexity,mobile access,Archive
CPT-1164,Workflow Automation Assistant 67,FinTech,Customer Support,Executive Sponsor,4,10.0,CUST-2164,Enterprise,2025-02-01,9.0,0,1.0,,35,174,22,56,292.5,0,8,8,8.0,79.00%,40364.0,8,"Our team was impressed with the automation, requesting a follow-up.",data lives in silos,none,offline mode,MVP Build
CPT-1165,Process Optimization Assistant 68,Retail,Workflow Automation,Data Analyst,6,6.0,CUST-2165,Mid-Market,2025-06-14,9.7,1,0.0,,36,400,30,37,231.2,0,9,7,6.0,46.00%,18496.0,5,"We already have a similar tool, differentiation was unclear.",too many false positives,integration complexity,mobile access,Customer Pilot
CPT-1166,Document Intelligence Assistant 69,Cybersecurity,Forecasting,Compliance Officer,4,5.0,CUST-2166,Mid-Market,2024-03-30,4.0,0,0.0,2.0,8,65,8,30,150.0,5,4,5,,47.00%,29958.0,5,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,requires change management,multi-language support,Archive
CPT-1167,Knowledge Search Assistant 70,Manufacturing,Customer Support,Small Business Owner,3,7.0,CUST-2167,Mid-Market,2024-10-13,8.9,1,1.0,0.0,39,234,12,37,240.9,4,8,7,7.0,32.00%,48040.0,5,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,none,custom workflows,Incubate
CPT-1168,Document Intelligence Assistant 71,Retail,Document Intelligence,Executive Sponsor,5,6.0,CUST-2168,Enterprise,2025-03-05,6.1,1,0.0,5.0,24,263,12,36,147.7,8,8,7,,37.00%,15352.0,2,Interesting concept but we need to validate ROI before committing budget.,too many false positives,security review pending,custom workflows,Incubate
CPT-1169,Customer Support Assistant 72,Logistics,Predictive Analytics,IT Admin,8,8.0,CUST-2169,Startup,2024-10-07,5.4,0,1.0,2.0,16,75,14,46,228.4,3,6,5,7.0,54.00%,27387.0,6,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,none,API access,Reusable Asset
